SampleId,SampleName,OnyxDesignDnaId,DesignSetId,NumberOfDesigns,DesignId,UniqueId,MappedDesign,OnyxEditReadCount,ReferenceReadCount,RawReferenceReadCount,OtherReadCount,RawOtherReadCount,TotalSpanningReadCount,RawTotalSpanningReadCount,RawEditGenomeTotalWithDuplicates,RawReferenceGenomeTotalWithDuplicates,DuplicateBiasCorrection,FracOnyxEditReadCount,FracReferenceReadCount,FracOtherReadCount,ExpectedTotalReadCount,RawEditRate,PvalueRaw,PvalueNormalized,BinomialEditCall,BinomialEditCallQuality,Comments,RepresentativeDesign,DesignCategory,ConsensusEditCoverage,ConsensusWTCoverage,ConsensusFractionEdit,ConsensusPValue,ConsensusCallNotes,OtherEditReadCount,OtherRefReadCount,OtherNeighborReadCount,DesignPlasmidCoverage,DesignPlasmidReferenceCoverage,ImproperOrClippedEditReads,ImproperOrClippedReferenceReads,EditedHASpanningFragments,ContainerNumber,InscriptaChemistrySOPVersion,Organism,StrainFunction,Var1,Var2,Var3,Var4
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272332,SPB00001|272332,True,0,5461.142590134787,6591,0.0,0,5461.142590134787,6591,0,7676,1.0,0.0,1.0,0.0,24835.919548821366,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272332,edit,0.0,7079.0,0.0,1.0,EGEWNotSpanned,0,0,0,45.0,45.0,0,503,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272333,SPB00001|272333,True,0,5062.51311924881,5625,0.0,0,5062.51311924881,5625,0,6586,1.0,0.0,1.0,0.0,21288.022986130425,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272333,edit,0.0,6846.0,0.0,1.0,EGEWNotSpanned,0,0,0,193.0,193.0,1,321,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272334,SPB00001|272334,True,0,4415.863195088507,5702,0.0,0,4415.863195088507,5702,0,6591,1.0,0.0,1.0,0.0,23594.159238022097,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272334,edit,0.0,6624.0,0.0,1.0,EGEWNotSpanned,0,0,0,111.0,104.0,0,418,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272335,SPB00001|272335,True,0,5050.527373845325,5524,2.0,2,5052.527373845325,5526,0,6316,1.0,0.0,0.9996041585028608,0.00039584149713925464,24835.919548821366,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272335,edit,0.0,5929.0,0.0,1.0,EGEWNotSpanned,0,0,2,65.0,65.0,0,634,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272336,SPB00001|272336,True,0,3847.9394859485956,4635,0.0,0,3847.9394859485956,4635,0,5395,1.0,0.0,1.0,0.0,18804.47715708669,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272336,edit,0.0,6581.0,0.0,1.0,EGEWNotSpanned,0,0,0,55.0,37.0,0,274,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272337,SPB00001|272337,True,0,3900.7597742994703,6350,1.0,1,3901.7597742994703,6351,0,7411,1.0,0.0,0.9997437053899149,0.00025629461008514853,24835.919548821366,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272337,edit,0.0,6697.0,0.0,1.0,EGEWNotSpanned,0,0,1,26.0,24.0,0,676,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272338,SPB00001|272338,True,0,5394.075047135095,5938,3.0,3,5397.075047135095,5941,0,6817,1.0,0.0,0.9994441433602832,0.0005558566397168178,23239.369888230496,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272338,edit,0.0,6963.0,0.0,1.0,EGEWNotSpanned,0,0,3,1.0,1.0,0,367,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272339,SPB00001|272339,True,1,5198.091634364122,5965,0.0,0,5199.091634364122,5966,1,6800,1.0,0.00019234129158069853,0.9998076587084193,0.0,24835.919548821366,0.00016761649346295676,0.0579042541758856,0.050652886968242064,no_edit,5.065289E-02,,SPB00001|272339,edit,1.0,6406.0,0.00015607928827844546,0.06204894244727225,no_edit,0,0,0,44.0,38.0,0,272,1,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272340,SPB00001|272340,True,0,3997.9908945568477,4177,297.6718142703327,311,4295.662708827181,4488,0,5022,1.0,0.0,0.9307040998217468,0.06929590017825311,24835.919548821366,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272340,edit,0.0,4963.0,0.0,1.0,EGEWNotSpanned,0,311,0,594.0,531.0,0,901,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
GE00001155-GED_B01,GE00001155-GED_B01,#NA,SPB00001,10002,272342,SPB00001|272342,True,0,5032.66366377302,5258,0.0,0,5032.66366377302,5258,0,6057,1.0,0.0,1.0,0.0,24835.919548821366,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272342,edit,0.0,5852.0,0.0,1.0,EGEWNotSpanned,0,0,0,128.0,128.0,0,670,0,GE00001155-GED,v0.5.0,Ecoli,Edit,ODD179,EC83,#NA,#NA
