SampleId,SampleName,OnyxDesignDnaId,DesignSetId,NumberOfDesigns,DesignId,UniqueId,MappedDesign,OnyxEditReadCount,ReferenceReadCount,RawReferenceReadCount,OtherReadCount,RawOtherReadCount,TotalSpanningReadCount,RawTotalSpanningReadCount,RawEditGenomeTotalWithDuplicates,RawReferenceGenomeTotalWithDuplicates,DuplicateBiasCorrection,FracOnyxEditReadCount,FracReferenceReadCount,FracOtherReadCount,ExpectedTotalReadCount,RawEditRate,PvalueRaw,PvalueNormalized,BinomialEditCall,BinomialEditCallQuality,Comments,RepresentativeDesign,DesignCategory,ConsensusEditCoverage,ConsensusWTCoverage,ConsensusFractionEdit,ConsensusPValue,ConsensusCallNotes,OtherEditReadCount,OtherRefReadCount,OtherNeighborReadCount,DesignPlasmidCoverage,DesignPlasmidReferenceCoverage,ImproperOrClippedEditReads,ImproperOrClippedReferenceReads,EditedHASpanningFragments,ContainerNumber,InscriptaChemistrySOPVersion,Organism,StrainFunction,Var1,Var2,Var3,Var4
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918034,SPB00001|1918034,True,0,3430.643609671158,3266,0.0,0,3430.643609671158,3266,0,3678,1.0,0.0,1.0,0.0,9293.090467029837,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918034,edit,0.0,4209.0,0.0,1.0,EGEWNotSpanned,0,0,0,6.0,6.0,0,191,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918035,SPB00001|1918035,True,0,1873.0,1873,0.0,0,1873.0,1873,0,2034,1.0,0.0,1.0,0.0,6872.497983102453,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918035,edit,0.0,3451.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,298,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918036,SPB00001|1918036,True,0,3619.508497064258,3784,0.0,0,3619.508497064258,3784,0,4202,1.0,0.0,1.0,0.0,10776.576130313955,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918036,edit,0.0,4228.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,262,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918037,SPB00001|1918037,True,0,3826.0,3826,0.0,0,3826.0,3826,0,4265,1.0,0.0,1.0,0.0,10932.727950225195,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918037,edit,0.0,4304.0,0.0,1.0,EGEWNotSpanned,0,0,0,12.0,12.0,0,337,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918038,SPB00001|1918038,True,0,3020.0,3020,0.0,0,3020.0,3020,0,3306,1.0,0.0,1.0,0.0,9605.40976077976,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918038,edit,0.0,3811.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,235,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918039,SPB00001|1918039,True,0,2838.975581351405,3935,0.0,0,2838.975581351405,3935,0,4371,1.0,0.0,1.0,0.0,10932.727950225195,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918039,edit,0.0,4221.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,0,254,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918040,SPB00001|1918040,True,0,3904.622263202112,3570,0.0,0,3904.622263202112,3570,0,3979,1.0,0.0,1.0,0.0,9995.803985990762,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918040,edit,0.0,4210.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,103,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918041,SPB00001|1918041,True,0,3229.0,3229,0.0,0,3229.0,3229,0,3605,1.0,0.0,1.0,0.0,9058.848713772475,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918041,edit,0.0,4167.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,121,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918042,SPB00001|1918042,True,0,2547.0991937910358,3248,0.0,0,2547.0991937910358,3248,0,3547,1.0,0.0,1.0,0.0,10854.652148987485,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918042,edit,0.0,3570.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,388,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918043,SPB00001|1918043,True,0,3751.968656840403,3584,0.0,0,3751.968656840403,3584,0,4074,1.0,0.0,1.0,0.0,9995.803985990762,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918043,edit,0.0,4206.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,291,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918044,SPB00001|1918044,True,0,3385.0,3385,0.0,0,3385.0,3385,0,3751,1.0,0.0,1.0,0.0,9839.646948189638,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918044,edit,0.0,4065.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,0,235,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918045,SPB00001|1918045,True,0,2339.375880972561,3808,0.0,0,2339.375880972561,3808,0,4204,1.0,0.0,1.0,0.0,10932.727950225195,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918045,edit,0.0,4107.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,0,256,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918046,SPB00001|1918046,True,0,3815.4781485620933,3325,0.0,0,3815.4781485620933,3325,0,3819,1.0,0.0,1.0,0.0,9527.330263494809,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918046,edit,0.0,4203.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,0,122,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918047,SPB00001|1918047,True,0,3036.0,3036,0.0,0,3036.0,3036,0,3426,1.0,0.0,1.0,0.0,8512.277012798078,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918047,edit,0.0,4140.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,143,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918048,SPB00001|1918048,True,0,1878.468783937942,2292,0.0,0,1878.468783937942,2292,0,2500,1.0,0.0,1.0,0.0,10386.192775816573,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918048,edit,0.0,2545.0,0.0,1.0,EGEWNotSpanned,0,0,0,2.0,2.0,0,822,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918049,SPB00001|1918049,True,0,3514.6953758032014,3200,0.0,0,3514.6953758032014,3200,0,3627,1.0,0.0,1.0,0.0,9527.330263494809,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|1918049,edit,0.0,3955.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,0,283,0,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
GE00001155-GED_A01,GE00001155-GED_A01,SPB00001,SPB00001,6002,1918053,SPB00001|1918053,True,1,3613.0,3613,1.0,1,3615.0,3615,2,4033,1.0,0.00027662517289073305,0.9994467496542185,0.00027662517289073305,10932.727950225195,0.00027662517289073305,0.0584524476151215,0.0584524476151215,no_edit,5.845245E-02,,SPB00001|1918053,edit,1.0,4002.0,0.0002498126405196103,0.06451951201415215,no_edit,1,0,0,1.0,1.0,0,280,2,GE00001155-GED,v0.5.0,Yeast,Edit,ODD157,CenPK,#NA,#NA
