SampleId,SampleName,OnyxDesignDnaId,NumberOfDesigns,DesignId,OnyxEditReadCount,ReferenceReadCount,RawReferenceReadCount,OtherReadCount,RawOtherReadCount,TotalSpanningReadCount,RawTotalSpanningReadCount,FracOnyxEditReadCount,FracReferenceReadCount,FracOtherReadCount,ExpectedTotalReadCount,RawEditRate,PvalueRaw,PvalueNormalized,BinomialEditCall,BinomialEditCallQuality,Comments,RepresentativeDesign,DesignCategory,ConsensusEditCoverage,ConsensusWTCoverage,ConsensusFractionEdit,ConsensusPValue,ConsensusCallNotes,OtherEditReadCount,OtherRefReadCount,OtherNeighborReadCount,DesignPlasmidCoverage,DesignPlasmidReferenceCoverage,Var1,Var2,Var3,Var4,Var5
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272332,0,1672.0658089643646,2018,0.0,0,1672.0658089643646,2018,0.0,1.0,0.0,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272332,edit,0.0,2158.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272333,0,1439.1037293631089,1599,0.0,0,1439.1037293631089,1599,0.0,1.0,0.0,4504.412394465962,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272333,edit,0.0,1947.0,0.0,1.0,EGEWNotSpanned,0,0,0,4.0,4.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272334,0,1301.8355017444326,1681,0.0,0,1301.8355017444326,1681,0.0,1.0,0.0,4992.376388256625,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272334,edit,0.0,1949.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272335,0,1765.4902894430038,1931,0.0,0,1765.4902894430038,1931,0.0,1.0,0.0,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272335,edit,0.0,2036.0,0.0,1.0,EGEWNotSpanned,0,0,0,5.0,5.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272336,0,1206.268839932821,1453,0.0,0,1206.268839932821,1453,0.0,1.0,0.0,3978.909644773972,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272336,edit,0.0,2000.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272337,0,1057.8123356442745,1722,0.0,0,1057.8123356442745,1722,0.0,1.0,0.0,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272337,edit,0.0,1808.0,0.0,1.0,EGEWNotSpanned,0,0,0,1.0,1.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272338,0,1496.133648136359,1647,0.0,0,1496.133648136359,1647,0.0,1.0,0.0,4917.305182927751,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272338,edit,0.0,1971.0,0.0,1.0,EGEWNotSpanned,0,0,0,0.0,0.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272339,0,1536.3345434004025,1763,0.0,0,1536.3345434004025,1763,0.0,1.0,0.0,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272339,edit,0.0,1897.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272340,0,1259.6016320892907,1316,145.48590279450772,152,1405.0875348837983,1468,0.0,0.896457765667575,0.10354223433242507,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272340,edit,0.0,1587.0,0.0,1.0,EGEWNotSpanned,0,152,0,23.0,23.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000929-DOT_F01,GE00000929-DOT_F01,SPB00001,10002,272342,0,1594.6020661555915,1666,0.0,0,1594.6020661555915,1666,0.0,1.0,0.0,5255.125096234102,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|272342,edit,0.0,1819.0,0.0,1.0,EGEWNotSpanned,0,0,0,3.0,3.0,#NA,PPV322,ODD179,INSC1003,SWIIN+Air
