SampleId,SampleName,OnyxDesignDnaId,NumberOfDesigns,DesignId,OnyxEditReadCount,ReferenceReadCount,RawReferenceReadCount,OtherReadCount,RawOtherReadCount,TotalSpanningReadCount,RawTotalSpanningReadCount,FracOnyxEditReadCount,FracReferenceReadCount,FracOtherReadCount,ExpectedTotalReadCount,RawEditRate,PvalueRaw,PvalueNormalized,BinomialEditCall,BinomialEditCallQuality,Comments,RepresentativeDesign,DesignCategory,ConsensusEditCoverage,ConsensusWTCoverage,ConsensusFractionEdit,ConsensusPValue,ConsensusCallNotes,OtherEditReadCount,OtherRefReadCount,OtherNeighborReadCount,DesignPlasmidCoverage,DesignPlasmidReferenceCoverage,ContainerNumber,InscriptaChemistrySOPVersion,Organism,StrainFunction,Var1,Var2,Var3,Var4
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33801,2,3803.720501662174,4690,0.0,0,3805.720501662174,4692,0.0005255246671757652,0.9994744753328242,0.0,8566.055986000845,0.00042625745950554135,0.08368451713193789,0.0583211140140672,no_edit,5.832111E-02,,SPB00001|33801,edit,2.0,5534.0,0.000361271676300578,0.11029161597545357,no_edit,0,0,0,555.0,540.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33802,0,2302.9839990312034,3749,0.0,0,2302.9839990312034,3749,0.0,1.0,0.0,9442.869852619595,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|33802,edit,0.0,4004.0,0.0,1.0,EGEWNotSpanned,0,0,0,16.0,10.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33803,1,1822.8281300387084,3321,0.0,0,1823.8281300387084,3322,0.0005482972784166764,0.9994517027215833,0.0,8970.739920799231,0.00030102347983142685,0.2872690704473771,0.16959376407471086,no_edit,1.695938E-01,,SPB00001|33803,edit,1.0,3743.0,0.0002670940170940171,0.31728025266521354,no_edit,0,0,0,177.0,164.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33804,0,3364.0,3364,0.0,0,3364.0,3364,0.0,1.0,0.0,9442.869852619595,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|33804,edit,0.0,3675.0,0.0,1.0,EGEWNotSpanned,0,0,0,28.0,28.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33805,0,3215.607614825093,3391,0.0,0,3215.607614825093,3391,0.0,1.0,0.0,7824.1327150927045,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|33805,edit,0.0,4407.0,0.0,1.0,EGEWNotSpanned,0,0,0,115.0,115.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33806,1,3458.605985149421,3622,0.0,0,3459.605985149421,3623,0.0002890502572525784,0.9997109497427474,0.0,8970.739920799231,0.0002760143527463428,0.30880676455474526,0.2971539217674847,no_edit,2.971539E-01,,SPB00001|33806,edit,1.0,4182.0,0.0002390628735357399,0.3471601062659583,no_edit,0,0,0,262.0,234.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33807,2,3459.710458169937,3800,0.0,0,3461.710458169937,3802,0.0005777490706306261,0.9994222509293694,0.0,9038.187141317636,0.0005260389268805891,0.058240653241498075,0.049356094054792195,no_edit,4.935609E-02,,SPB00001|33807,edit,2.0,4283.0,0.0004667444574095683,0.0716742700215541,no_edit,0,0,0,278.0,271.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33808,2,3590.299670340848,4120,0.0,0,3592.299670340848,4122,0.0005567464252808937,0.9994432535747191,0.0,9442.869852619595,0.00048520135856380397,0.06703599864209413,0.05270682131004943,no_edit,5.270682E-02,,SPB00001|33808,edit,2.0,4429.0,0.0004513653802753329,0.07591424744957745,no_edit,0,0,0,214.0,210.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33809,0,2894.395805668949,4012,0.0,0,2894.395805668949,4012,0.0,1.0,0.0,9442.869852619595,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|33809,edit,0.0,4329.0,0.0,1.0,EGEWNotSpanned,0,0,0,143.0,128.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
GE00001052-GED_F01,GE00001052-GED_F01,SPB00001,981,33810,0,2225.2411369241877,3509,0.0,0,2225.2411369241877,3509,0.0,1.0,0.0,8296.26611350112,0.0,1.0,1.0,no_edit,1.000000E+00,,SPB00001|33810,edit,0.0,4270.0,0.0,1.0,EGEWNotSpanned,0,0,0,88.0,88.0,GE00001052-GED,v0.5,Ecoli,Edit,ODD125,Shelf Life,#NA,#NA
